date,level,appr,R,tod,win50_20,win100_30,lv,conf,pen,press30,flow30,dvel15,flow3,res3,big3,vol3_rel,dtouch,fav60,fav90,thr60,held50,held100,broke20
2025-04-07,PMH,below,-1,29,0,0,17278.0,2,18.25,-345.5,-243,-1335,-59,-108.25,-52,0.9390122911224045,47,115.0,128.25,1083.5,1,1,1
2025-04-08,ASIAH,above,1,171,0,0,17885.5,0,0.0,-105.75,-574,-547,-78,-7.75,-11,0.9919203779809334,16,61.25,61.25,342.5,1,0,1
2025-04-08,ASIAL,above,1,209,0,0,17662.5,0,7.0,-256.75,-1380,-245,-272,-37.25,-16,0.8958159718311974,-20,99.0,99.0,174.25,1,0,1
2025-04-08,LDNH,above,1,106,0,0,18021.0,0,8.0,-221.75,-2324,-482,-206,-16.75,-151,1.0041566037425862,-257,114.0,114.0,68.5,1,1,1
2025-04-08,LDNL,above,1,191,1,1,17693.25,1,2.0,-324.25,-1261,-517,-66,-19.5,-41,1.1862777541404685,67,137.5,137.5,205.0,1,1,1
2025-04-08,ONL,above,1,210,0,0,17644.5,0,3.75,-285.25,-1672,-116,-318,-73.75,-1,0.888051586025211,-176,117.0,117.0,156.25,1,1,1
2025-04-08,PDC,above,1,221,1,1,17558.75,0,0.5,-149.25,-566,-874,-81,-16.75,55,1.0877422164162855,39,202.75,202.75,70.5,1,1,1
2025-04-08,PDEQ,above,1,238,0,1,17517.5,0,15.25,-175.0,-947,-172,-256,-88.5,-12,0.9592180653859117,-116,244.0,244.0,29.25,1,1,1
2025-04-08,PML,above,1,191,1,1,17693.25,1,2.0,-324.25,-1261,-517,-66,-19.5,-41,1.1862777541404685,67,137.5,137.5,205.0,1,1,1
2025-04-09,LDNH,below,-1,9,0,0,17425.0,2,12.0,-228.5,-996,-343,-286,-146.5,32,1.8271231322110841,-259,121.25,219.0,172.5,1,1,1
2025-04-09,ONH,below,-1,9,0,0,17425.0,2,12.0,-228.5,-996,-343,-286,-146.5,32,1.8271231322110841,-259,121.25,219.0,172.5,1,1,1
2025-04-09,PDEQ,below,-1,212,1,0,17665.375,0,43.375,-182.25,-947,-528,-592,-128.75,-66,2.2029377512303245,-455,244.875,244.875,1329.625,1,1,1
2025-04-09,PDH,below,-1,233,0,0,18357.25,0,78.0,-846.0,-413,-495,823,-260.0,258,2.201239716386463,483,57.0,57.0,647.25,1,0,1
2025-04-09,PMH,below,-1,9,0,0,17419.0,2,18.0,-228.5,-996,-343,-286,-146.5,32,1.8271231322110841,-259,115.25,213.0,178.5,1,1,1
2025-04-10,LDNL,above,1,12,0,1,18703.5,2,11.75,-118.25,144,523,-106,-89.75,129,1.404956491840567,-385,146.5,146.5,135.0,1,1,1
2025-04-10,ONL,above,1,12,0,1,18703.5,2,11.75,-118.25,144,523,-106,-89.75,129,1.404956491840567,-385,146.5,146.5,135.0,1,1,1
2025-04-10,PDEQ,above,1,147,0,0,18294.5,0,0.75,-198.5,-1217,-1089,-212,-95.5,-2,1.0761084453451752,-61,40.75,200.25,375.5,0,1,1
2025-04-10,PML,above,1,12,0,1,18703.5,2,11.75,-118.25,144,523,-106,-89.75,129,1.404956491840567,-385,146.5,146.5,135.0,1,1,1
2025-04-11,ASIAH,below,-1,186,0,0,18709.75,2,8.75,-95.0,-362,-190,-161,-43.0,0,1.3350666745454904,-137,115.0,115.0,80.25,1,1,1
2025-04-11,LDNH,below,-1,186,0,0,18702.75,2,15.75,-95.0,-362,-190,-161,-43.0,0,1.3350666745454904,-137,108.0,108.0,87.25,1,1,1
2025-04-11,LDNL,above,1,53,1,0,18314.25,1,38.25,-312.75,-1552,-759,-361,-75.75,30,1.4024488050045447,-149,261.5,261.5,44.25,1,1,1
2025-04-11,ONH,below,-1,253,0,0,18795.0,0,40.75,-144.25,-268,-5,-322,-57.75,-22,1.9773877666871658,-406,81.75,81.75,78.5,1,0,1
2025-04-11,PDC,below,-1,9,0,0,18482.75,0,53.75,-73.0,96,-87,-116,-72.0,-8,1.8849101747840544,-41,212.75,212.75,165.0,1,1,1
2025-04-11,PDEQ,above,1,2,0,0,18395.25,0,44.0,-143.0,-687,-45,-53,-47.5,0,3.07406013465479,-48,252.5,252.5,125.25,1,1,1
2025-04-11,PDH,below,-1,264,1,1,18871.5,0,2.0,-176.0,-194,-275,37,-35.0,18,1.0343816435745181,83,158.25,158.25,0.0,1,1,0
2025-04-11,PMH,below,-1,186,0,0,18702.75,2,15.75,-95.0,-362,-190,-161,-43.0,0,1.3350666745454904,-137,108.0,108.0,87.25,1,1,1
2025-04-11,PML,above,1,53,1,0,18314.25,1,38.25,-312.75,-1552,-759,-361,-75.75,30,1.4024488050045447,-149,261.5,261.5,44.25,1,1,1
2025-04-14,ASIAH,above,1,6,0,0,19131.5,0,14.5,-64.5,-897,-725,-406,-58.5,-29,1.9042109178065207,-282,44.5,61.5,143.75,0,0,1
2025-04-14,ASIAL,above,1,119,0,0,18956.5,0,15.25,-182.75,-1027,-339,-148,-47.75,23,1.709988216538435,-77,35.75,35.75,219.0,0,0,1
2025-04-14,LDNH,above,1,3,0,0,19182.0,0,4.5,-15.5,-411,-424,-382,-54.0,35,2.773123049121078,-102,29.0,29.0,194.25,0,0,1
2025-04-14,LDNL,above,1,12,0,0,19024.0,1,1.0,-132.0,-933,-1773,-211,-55.0,-37,1.2922975097211882,94,153.5,169.0,36.25,1,1,1
2025-04-14,ONL,above,1,120,1,0,18931.5,0,6.5,-153.75,-857,-458,97,-20.0,49,1.8187920589370523,80,60.75,60.75,194.0,1,0,1
2025-04-14,PDC,above,1,141,1,0,18808.5,0,5.0,-226.75,-1103,-578,-114,-6.5,-1,1.1197886610497698,-104,89.5,119.0,71.0,1,1,1
2025-04-14,PDH,above,1,131,1,0,18873.5,0,4.75,-177.0,-857,-387,-21,3.0,1,1.13443861256908,43,56.75,56.75,136.0,1,0,1
2025-04-14,PML,above,1,12,0,0,19024.0,1,1.0,-132.0,-933,-1773,-211,-55.0,-37,1.2922975097211882,94,153.5,169.0,36.25,1,1,1
2025-04-15,ASIAH,above,1,50,1,1,18950.0,1,25.5,-111.5,-1103,-1092,-322,-75.0,-2,2.014899796165016,157,136.0,139.0,15.75,1,1,0
2025-04-15,LDNH,below,-1,3,1,0,19040.5,2,5.5,-49.0,67,222,-109,-18.5,-7,3.476791972367194,-166,116.0,116.0,104.25,1,1,1
2025-04-15,ONH,below,-1,3,1,0,19040.5,2,5.5,-49.0,67,222,-109,-18.5,-7,3.476791972367194,-166,116.0,116.0,104.25,1,1,1
2025-04-15,PDC,above,1,50,1,1,18942.25,1,17.75,-111.5,-1103,-1092,-322,-75.0,-2,2.014899796165016,157,143.75,146.75,8.0,1,1,0
2025-04-15,PDEQ,below,-1,1,0,0,18996.125,0,10.375,-42.75,55,184,225,-17.75,22,4.299953885991982,-46,71.625,71.625,148.625,1,0,1
2025-04-15,PMH,below,-1,2,0,0,19026.0,2,2.5,-62.5,193,126,245,-28.0,5,4.4135857067044055,103,101.5,101.5,118.75,1,1,1
2025-04-16,ASIAL,above,1,241,0,0,18504.5,3,36.25,-88.75,-1046,-27,-985,-100.5,-168,3.1110516576371707,-792,17.5,17.5,220.5,0,0,1
2025-04-16,LDNL,above,1,30,1,1,18511.25,3,2.0,-77.0,294,48,-309,-38.5,-58,1.0086299892125137,-159,158.25,223.75,0.0,1,1,0
2025-04-16,ONL,above,1,241,0,0,18504.5,3,36.25,-88.75,-1046,-27,-985,-100.5,-168,3.1110516576371707,-792,17.5,17.5,220.5,0,0,1
2025-04-16,PML,above,1,30,1,1,18514.5,3,5.25,-77.0,294,48,-309,-38.5,-58,1.0086299892125137,-159,155.0,220.5,0.0,1,1,0
2025-04-17,ASIAL,above,1,49,0,0,18375.5,1,9.75,-54.75,-292,-551,-377,-5.5,-164,0.9942083873182509,-221,68.25,68.25,114.0,1,0,1
2025-04-17,LDNL,above,1,1,0,0,18456.75,1,22.0,-54.25,36,373,21,-39.75,-35,3.5000210464284214,-138,51.75,51.75,188.25,1,0,1
2025-04-17,ONL,above,1,56,0,0,18345.25,0,0.0,-89.25,-853,-709,-203,-12.5,-34,1.0953952538110954,-39,98.5,98.5,83.75,1,0,1
2025-04-17,PDC,above,1,9,1,1,18386.75,1,3.0,-83.5,-353,-642,-202,-12.75,-20,1.1851758424250067,48,121.75,121.75,125.25,1,1,1
2025-04-17,PDEQ,above,1,3,0,0,18425.625,0,12.625,-59.75,255,329,-39,-52.75,14,2.6619869545010175,26,82.875,82.875,157.125,1,0,1
2025-04-17,PML,above,1,1,0,0,18456.75,1,22.0,-54.25,36,373,21,-39.75,-35,3.5000210464284214,-138,51.75,51.75,188.25,1,0,1
2025-04-21,LDNL,above,1,7,0,0,18080.0,2,19.25,8.5,71,4,-456,-44.5,-22,2.91173324480838,-103,41.5,41.5,180.25,0,0,1
2025-04-21,ONL,above,1,7,0,0,18080.0,2,19.25,8.5,71,4,-456,-44.5,-22,2.91173324480838,-103,41.5,41.5,180.25,0,0,1
2025-04-21,PML,above,1,7,0,0,18080.0,2,19.25,8.5,71,4,-456,-44.5,-22,2.91173324480838,-103,41.5,41.5,180.25,0,0,1
2025-04-22,LDNH,below,-1,11,0,0,18171.5,3,14.25,-47.75,66,662,-563,-49.25,-94,1.663098296698068,-338,0.0,0.0,147.75,0,0,1
2025-04-22,ONH,below,-1,11,0,0,18171.5,3,14.25,-47.75,66,662,-563,-49.25,-94,1.663098296698068,-338,0.0,0.0,147.75,0,0,1
2025-04-22,PDH,below,-1,10,0,0,18165.0,3,0.5,-27.25,380,849,-7,-12.5,112,1.540582985406213,-207,9.5,9.5,154.25,0,0,1
2025-04-23,ASIAH,above,1,170,0,1,18771.25,1,13.75,-71.5,-448,-368,-360,-44.75,-42,1.4742576790524777,-206,187.0,195.0,24.25,1,1,1
2025-04-23,PML,above,1,169,0,1,18775.0,1,3.0,-42.5,-210,-327,-161,-46.25,6,1.1727208954768658,12,183.25,191.25,28.0,1,1,1
2025-04-24,ASIAH,below,-1,1,0,0,18875.75,2,18.75,-42.5,-422,-109,16,-30.75,-61,4.465264626731786,-216,29.25,29.25,271.0,0,0,1
2025-04-24,ONH,below,-1,1,0,0,18877.0,2,17.5,-42.5,-422,-109,16,-30.75,-61,4.465264626731786,-216,30.5,30.5,269.75,0,0,1
2025-04-24,PDEQ,below,-1,13,0,0,18947.625,0,15.875,-130.0,-983,-456,-185,-38.25,93,1.245667952658079,-207,3.125,3.125,232.375,0,0,1
2025-04-24,PDH,below,-1,66,1,0,19165.5,0,5.0,-76.75,207,49,-154,-17.5,21,1.104288353052768,-71,78.25,78.25,43.25,1,0,1
2025-04-24,PMH,below,-1,1,0,0,18877.0,2,17.5,-42.5,-422,-109,16,-30.75,-61,4.465264626731786,-216,30.5,30.5,269.75,0,0,1
2025-04-25,ASIAH,below,-1,220,0,0,19497.5,1,7.5,-41.75,-665,-609,-169,-4.75,-52,1.120544856307954,-152,123.25,123.25,56.75,1,1,1
2025-04-25,ASIAL,below,-1,10,1,1,19363.0,0,0.75,-79.5,-658,-513,36,8.75,1,1.321636094337473,-19,129.25,129.25,42.75,1,1,1
2025-04-25,LDNH,below,-1,194,0,0,19465.75,1,0.25,-81.75,-1163,-500,-90,-8.25,-8,0.9681116429582688,-14,49.5,91.5,88.5,0,0,1
2025-04-25,ONH,below,-1,220,0,0,19497.5,1,7.5,-41.75,-665,-609,-169,-4.75,-52,1.120544856307954,-152,123.25,123.25,56.75,1,1,1
2025-04-25,PDH,below,-1,5,0,1,19338.25,0,14.25,-81.75,-792,-551,-593,-74.5,-98,2.5793541517504726,-106,104.5,104.5,67.5,1,1,1
2025-04-25,PMH,below,-1,190,0,0,19451.5,1,3.25,-84.75,-1336,-436,-257,-20.25,-30,0.839451144904737,-107,35.25,77.25,102.75,0,0,1
2025-04-28,ASIAH,above,1,28,0,0,19471.5,0,6.5,-85.0,-439,-156,-379,-50.25,-19,1.08696066655227,-146,67.75,67.75,38.25,1,0,1
2025-04-28,ASIAL,above,1,110,0,0,19392.25,2,7.25,-108.75,-677,-721,-1,-8.25,14,1.0633892389150175,33,8.0,8.0,115.0,0,0,1
2025-04-28,LDNL,above,1,30,1,0,19440.75,1,7.5,-120.0,-369,-587,-36,-43.5,-11,1.5116564417177913,-45,98.5,98.5,0.0,1,0,0
2025-04-28,ONH,below,-1,1,1,0,19569.5,1,6.0,4.25,271,244,258,11.25,310,5.790201645191819,298,136.25,136.25,53.5,1,1,1
2025-04-28,ONL,above,1,110,0,0,19392.25,2,7.25,-108.75,-677,-721,-1,-8.25,14,1.0633892389150175,33,8.0,8.0,115.0,0,0,1
2025-04-28,PDC,above,1,3,0,0,19530.25,1,26.5,-32.75,-593,-658,-520,-50.0,-346,4.130472701901273,-29,92.75,92.75,97.0,1,0,1
2025-04-28,PDEQ,above,1,110,0,0,19394.0,2,9.0,-108.75,-677,-721,-1,-8.25,14,1.0633892389150175,33,6.25,6.25,116.75,0,0,1
2025-04-28,PMH,below,-1,1,1,0,19569.5,1,6.0,4.25,271,244,258,11.25,310,5.790201645191819,298,136.25,136.25,53.5,1,1,1
2025-04-28,PML,above,1,30,1,0,19440.75,1,7.5,-120.0,-369,-587,-36,-43.5,-11,1.5116564417177913,-45,98.5,98.5,0.0,1,0,0
2025-04-29,ASIAH,below,-1,257,0,0,19631.0,3,11.25,-94.25,-761,-499,-567,-31.75,-130,1.9766243448895908,-516,-2.5,-0.25,57.5,0,0,1
2025-04-29,ASIAL,below,-1,16,0,0,19496.25,0,6.75,-96.5,100,118,-116,-29.0,-14,1.080468882722691,140,30.0,30.0,105.0,0,0,1
2025-04-29,LDNH,below,-1,257,0,0,19622.0,4,20.25,-94.25,-761,-499,-567,-31.75,-130,1.9766243448895908,-516,-11.5,-9.25,66.5,0,0,1
2025-04-29,LDNL,below,-1,1,0,0,19447.25,1,8.25,-33.0,304,46,-131,-33.75,-143,3.466566866267465,-204,43.5,43.5,154.0,0,0,1
2025-04-29,ONH,below,-1,257,0,0,19631.0,3,11.25,-94.25,-761,-499,-567,-31.75,-130,1.9766243448895908,-516,-2.5,-0.25,57.5,0,0,1
2025-04-29,PDC,below,-1,19,0,0,19524.5,0,2.25,-112.25,-163,-126,-296,-23.0,-71,0.7895275107383924,5,58.25,58.25,76.75,1,0,1
2025-04-29,PDH,below,-1,257,0,0,19623.0,4,19.25,-94.25,-761,-499,-567,-31.75,-130,1.9766243448895908,-516,-10.5,-8.25,65.5,0,0,1
2025-04-29,PMH,below,-1,90,1,1,19610.75,2,4.0,-96.75,-43,107,-124,-14.25,10,1.0625009982909257,-124,110.75,110.75,4.5,1,1,0
2025-04-30,ASIAH,below,-1,379,0,0,19584.5,0,1.25,-80.5,478,-18,120,-17.0,-15,1.3740638782819763,172,13.0,13.0,131.25,0,0,1
2025-04-30,ASIAL,below,-1,244,0,0,19485.25,0,6.5,-58.0,-557,-377,-323,-29.0,-68,1.4142056801512823,-386,28.75,37.75,96.75,0,0,1
2025-04-30,LDNL,below,-1,277,0,0,19511.25,0,70.75,-24.25,-845,274,-890,-53.5,-100,3.765486826252018,-1051,63.75,63.75,51.25,1,0,1
2025-04-30,ONL,above,1,1,1,0,19232.0,1,1.75,-25.75,118,219,-36,-59.0,-46,3.4173017217047703,112,106.75,146.5,128.25,1,1,1
2025-04-30,PDEQ,below,-1,277,1,0,19546.125,0,35.875,-24.25,-845,274,-890,-53.5,-100,3.765486826252018,-1051,98.625,98.625,16.375,1,0,0
2025-04-30,PDL,below,-1,102,0,0,19403.75,0,1.25,-99.5,-548,-185,222,-10.5,32,0.9132116456650154,60,24.5,47.0,69.75,0,0,1
2025-04-30,PML,above,1,1,1,0,19232.0,1,1.75,-25.75,118,219,-36,-59.0,-46,3.4173017217047703,112,106.75,146.5,128.25,1,1,1
2025-05-01,ASIAL,above,1,9,1,0,19907.0,1,4.0,-59.5,-174,-37,-391,-44.75,-124,1.4177167099347814,-73,123.75,179.0,47.0,1,1,1
2025-05-01,LDNH,below,-1,67,0,0,20027.5,2,3.25,-97.5,-2176,-859,-298,-21.25,-105,1.2541044380891855,-43,22.0,94.5,98.25,0,0,1
2025-05-01,LDNL,above,1,10,1,0,19901.25,1,4.75,-62.5,-243,8,-401,-42.75,-153,1.3982955269842203,-111,145.5,186.75,41.25,1,1,1
2025-05-01,ONH,below,-1,70,0,0,20035.75,2,11.0,-145.0,-2623,-668,-170,-13.0,-108,1.1799682197959918,-197,21.0,102.75,90.0,0,1,1
2025-05-01,PMH,below,-1,70,0,0,20035.75,2,11.0,-145.0,-2623,-668,-170,-13.0,-108,1.1799682197959918,-197,21.0,102.75,90.0,0,1,1
2025-05-01,PML,above,1,1,0,0,19931.5,0,10.5,-29.5,64,-23,-64,-50.0,-45,5.093645770974088,-34,74.0,144.75,71.5,1,1,1
2025-11-03,ASIAH,above,1,21,0,0,26123.0,0,4.25,-79.0,-1533,-916,-460,-18.5,7,1.157042282179628,101,33.75,33.75,107.5,0,0,1
2025-11-03,ASIAL,above,1,60,1,0,26031.75,1,9.25,-89.25,-598,-536,-156,-19.5,-8,1.0720510375217862,-242,80.25,96.25,16.25,1,0,0
2025-11-03,LDNH,above,1,8,0,0,26182.0,0,1.75,-27.5,-1087,-971,-529,-27.0,-73,1.6340859539558776,-66,8.25,8.25,166.5,0,0,1
2025-11-03,LDNL,above,1,62,1,1,26019.5,2,2.5,-87.5,-554,-572,-129,-13.0,-1,1.1280452963482417,190,92.5,108.5,4.0,1,1,0
2025-11-03,ONH,below,-1,1,1,1,26259.75,1,3.0,-43.25,448,114,1,-29.25,-130,5.272102800971162,-125,240.0,244.25,6.25,1,1,0
2025-11-03,PMH,below,-1,1,1,1,26259.75,1,3.0,-43.25,448,114,1,-29.25,-130,5.272102800971162,-125,240.0,244.25,6.25,1,1,0
2025-11-03,PML,above,1,47,0,0,26082.25,0,0.0,-75.25,-770,-355,-515,-26.25,-102,1.287663705467534,183,31.75,31.75,66.75,0,0,1
2025-11-04,LDNH,below,-1,20,0,0,25792.5,1,4.0,-53.5,-495,-827,-601,-53.25,-129,0.7755418723277813,-212,-0.5,47.0,101.0,0,0,1
2025-11-04,LDNL,above,1,170,1,0,25645.0,2,2.75,-84.75,-418,-629,-285,-29.5,-285,2.7670162026275458,275,88.75,88.75,26.75,1,0,1
2025-11-04,ONL,above,1,170,1,0,25645.0,2,2.75,-84.75,-418,-629,-285,-29.5,-285,2.7670162026275458,275,88.75,88.75,26.75,1,0,1
2025-11-04,PMH,below,-1,20,0,0,25792.5,1,4.0,-53.5,-495,-827,-601,-53.25,-129,0.7755418723277813,-212,-0.5,47.0,101.0,0,0,1
2025-11-04,PML,above,1,170,1,0,25645.0,2,2.75,-84.75,-418,-629,-285,-29.5,-285,2.7670162026275458,275,88.75,88.75,26.75,1,0,1
2025-11-05,ONH,below,-1,17,0,0,25596.0,1,5.25,-33.5,569,349,-47,-72.0,460,1.3265313732948485,-287,5.25,5.25,134.0,0,0,1
2025-11-05,PDC,below,-1,17,0,0,25579.0,0,22.25,-33.5,569,349,-47,-72.0,460,1.3265313732948485,-287,-11.75,-11.75,151.0,0,0,1
2025-11-05,PDEQ,below,-1,71,1,0,25718.75,0,11.25,-45.75,-181,-287,-249,-9.0,-19,1.0827780044426314,-286,60.5,60.5,31.25,1,0,1
2025-11-05,PMH,below,-1,17,0,0,25596.0,1,5.25,-33.5,569,349,-47,-72.0,460,1.3265313732948485,-287,5.25,5.25,134.0,0,0,1
2025-11-06,ASIAL,above,1,11,0,0,25617.25,2,31.25,-112.0,-1358,-787,-1120,-62.5,-123,1.588391709370102,-483,56.0,56.0,278.0,1,0,1
2025-11-06,LDNL,above,1,5,0,0,25629.5,2,9.5,-108.0,-670,-539,-494,-44.0,35,2.1293461115308654,-221,43.75,43.75,225.0,0,0,1
2025-11-06,ONL,above,1,11,0,0,25617.25,2,31.25,-112.0,-1358,-787,-1120,-62.5,-123,1.588391709370102,-483,56.0,56.0,278.0,1,0,1
2025-11-06,PDL,above,1,30,0,0,25488.0,0,22.5,-165.5,-2893,-2098,-746,-44.25,-453,1.291591381196455,-683,59.0,59.0,197.25,1,0,1
2025-11-10,ASIAH,above,1,90,0,0,25503.5,1,10.5,-146.5,-1475,-778,-510,-35.5,-78,1.5340049448319129,-393,34.25,72.0,51.5,0,0,1
2025-11-10,LDNH,below,-1,1,0,0,25569.5,2,15.25,-25.0,74,-120,-315,-35.25,-322,5.579115654844546,-153,7.75,76.5,97.0,0,0,1
2025-11-10,LDNL,above,1,130,1,1,25457.0,0,5.0,-51.75,-408,19,-304,-17.0,72,1.2536359539514113,-286,143.0,196.75,0.0,1,1,0
2025-11-10,ONH,below,-1,1,0,0,25569.5,2,15.25,-25.0,74,-120,-315,-35.25,-322,5.579115654844546,-153,7.75,76.5,97.0,0,0,1
2025-11-10,PMH,below,-1,1,0,0,25569.5,2,15.25,-25.0,74,-120,-315,-35.25,-322,5.579115654844546,-153,7.75,76.5,97.0,0,0,1
2025-11-10,PML,above,1,90,0,0,25504.0,1,11.0,-146.5,-1475,-778,-510,-35.5,-78,1.5340049448319129,-393,33.75,71.5,52.0,0,0,1
2025-11-11,ASIAL,below,-1,229,0,0,25652.0,1,6.0,-65.5,-1698,-533,-535,-17.0,-160,1.5037841395195788,-217,44.75,44.75,44.25,0,0,1
2025-11-11,LDNH,below,-1,262,0,0,25682.75,0,0.75,-18.25,-883,-1309,-473,-10.75,-228,1.190526913790655,-467,45.0,45.0,13.5,0,0,0
2025-11-11,LDNL,above,1,19,0,0,25582.25,2,4.25,-35.75,-498,-263,-438,-36.25,-47,0.7728015352298956,-298,51.25,51.25,82.0,1,0,1
2025-11-11,ONL,above,1,20,1,0,25571.75,2,11.5,-41.5,-261,-361,11,-27.5,-105,1.2186469889396452,268,61.75,61.75,71.5,1,0,1
2025-11-11,PMH,below,-1,229,0,0,25654.75,1,3.25,-65.5,-1698,-533,-535,-17.0,-160,1.5037841395195788,-217,47.5,47.5,41.5,0,0,1
2025-11-11,PML,above,1,20,1,0,25571.75,2,11.5,-41.5,-261,-361,11,-27.5,-105,1.2186469889396452,268,61.75,61.75,71.5,1,0,1
2025-11-12,ASIAL,above,1,4,0,0,25679.0,0,5.0,-109.0,-1839,-1601,-360,-24.0,-36,2.994291566882051,-263,26.0,26.0,117.5,0,0,1
2025-11-12,LDNL,above,1,1,0,0,25721.0,1,28.25,-90.25,-1574,-695,-1425,-78.0,-231,7.307867212369258,-722,-7.75,-7.75,159.5,0,0,1
2025-11-12,ONL,above,1,16,0,0,25629.5,0,36.5,-190.5,-3892,-1535,-1277,-57.75,-231,1.146542009265829,-940,30.5,30.5,101.0,0,0,1
2025-11-12,PDC,above,1,12,0,0,25647.0,0,4.25,-138.25,-2851,-2729,-772,-33.0,-55,1.2723961889896922,-21,18.0,18.0,118.5,0,0,1
2025-11-12,PDEQ,above,1,17,0,0,25587.375,0,7.375,-188.5,-3811,-2458,-841,-46.75,-251,1.2887088477366255,159,72.625,72.625,58.875,1,0,1
2025-11-12,PDH,above,1,1,0,0,25696.25,0,3.5,-90.25,-1574,-695,-1425,-78.0,-231,7.307867212369258,-722,17.0,17.0,134.75,0,0,1
2025-11-12,PML,above,1,1,0,0,25721.0,1,28.25,-90.25,-1574,-695,-1425,-78.0,-231,7.307867212369258,-722,-7.75,-7.75,159.5,0,0,1
2025-11-13,ONL,above,1,1,0,0,25435.0,1,1.5,-27.5,-29,76,138,5.5,-140,4.543104216813766,70,61.75,61.75,154.75,1,0,1
2025-11-13,PML,above,1,1,0,0,25435.0,1,1.5,-27.5,-29,76,138,5.5,-140,4.543104216813766,70,61.75,61.75,154.75,1,0,1
2025-11-14,ASIAH,below,-1,76,1,0,25159.75,1,0.25,-181.75,-151,245,-862,-60.0,-242,1.2187294590728066,-595,90.75,90.75,108.5,1,0,1
2025-11-14,ASIAL,below,-1,36,1,1,24973.25,0,10.75,-208.0,-893,271,-358,-51.5,-68,0.9855676118899939,-535,110.0,110.0,205.75,1,1,1
2025-11-14,LDNH,below,-1,67,0,0,25039.75,1,6.25,-114.25,-556,313,-150,-33.0,-66,1.080911948343787,-83,0.5,0.5,228.5,0,0,1
2025-11-14,LDNL,above,1,2,0,0,24670.5,2,24.25,-62.5,387,468,-256,-76.25,-176,4.440791845091338,-327,358.0,508.5,44.5,1,1,1
2025-11-14,ONH,below,-1,76,1,0,25159.75,1,0.25,-181.75,-151,245,-862,-60.0,-242,1.2187294590728066,-595,90.75,90.75,108.5,1,0,1
2025-11-14,ONL,above,1,2,0,0,24657.0,2,10.75,-62.5,387,468,-256,-76.25,-176,4.440791845091338,-327,371.5,522.0,31.0,1,1,1
2025-11-14,PDC,below,-1,75,0,0,25100.0,0,28.75,-196.5,250,479,-260,-51.5,-96,0.9872611464968153,-234,31.0,31.0,168.25,0,0,1
2025-11-14,PDEQ,below,-1,117,1,0,25252.25,0,12.5,-134.75,-1302,-1156,-63,-38.0,-124,1.4196393313149924,-49,76.0,92.0,41.0,1,0,1
2025-11-14,PDL,below,-1,57,0,0,25002.5,0,10.5,-62.25,-1350,-761,-673,-82.25,-176,1.0946625963562358,-502,25.25,25.25,262.25,0,0,1
2025-11-14,PMH,below,-1,67,0,0,25039.75,1,6.25,-114.25,-556,313,-150,-33.0,-66,1.080911948343787,-83,0.5,0.5,228.5,0,0,1
2025-11-14,PML,above,1,2,0,0,24657.0,2,10.75,-62.5,387,468,-256,-76.25,-176,4.440791845091338,-327,371.5,522.0,31.0,1,1,1
2025-11-17,ASIAL,below,-1,13,1,0,25197.75,0,2.0,-164.25,-449,-298,-544,-21.75,-270,1.0270446399478657,-500,144.0,207.0,56.25,1,1,1
2025-11-17,LDNL,below,-1,6,0,0,25112.0,1,21.25,-80.0,-204,-287,-170,-70.0,-54,1.858183152730293,-55,58.25,102.25,142.0,1,1,1
2025-11-17,PDC,below,-1,5,0,0,25105.75,1,2.5,-46.0,-135,-275,157,-38.5,-109,2.1521629142423473,-36,52.0,76.25,148.25,1,0,1
2025-11-18,ASIAL,above,1,20,0,0,24607.0,1,12.5,-116.25,-410,105,-140,-8.5,-135,0.8408114988043507,-106,36.75,36.75,177.0,0,0,1
2025-11-18,LDNL,above,1,13,1,0,24659.5,1,14.0,-62.25,-424,-275,72,-66.75,-29,1.27018926094031,105,78.75,78.75,229.5,1,0,1
2025-11-18,ONL,above,1,20,0,0,24603.75,1,9.25,-116.25,-410,105,-140,-8.5,-135,0.8408114988043507,-106,40.0,40.0,173.75,0,0,1
2025-11-18,PML,above,1,13,1,0,24659.5,1,14.0,-62.25,-424,-275,72,-66.75,-29,1.27018926094031,105,78.75,78.75,229.5,1,0,1
2025-11-19,ASIAH,below,-1,5,0,0,24655.5,0,17.0,-16.25,-313,-269,-619,-86.0,-131,2.333309060899537,-141,18.75,18.75,332.5,0,0,1
2025-11-19,LDNH,below,-1,13,0,0,24733.25,2,3.0,-96.5,-705,-482,-518,-61.75,-61,1.1831296711933317,-206,9.75,40.5,254.75,0,0,1
2025-11-19,LDNL,above,1,183,0,0,24570.0,2,6.0,-72.5,-203,173,-219,-40.5,15,1.3405232337700637,-196,117.5,143.25,63.0,1,1,1
2025-11-19,ONH,below,-1,13,0,0,24733.25,2,3.0,-96.5,-705,-482,-518,-61.75,-61,1.1831296711933317,-206,9.75,40.5,254.75,0,0,1
2025-11-19,PDH,below,-1,23,0,0,24832.0,0,5.75,-189.5,-1989,-1556,-799,-71.0,-83,1.050574402293752,-406,21.0,139.25,156.0,0,1,1
2025-11-19,PMH,below,-1,13,0,0,24733.25,2,3.0,-96.5,-705,-482,-518,-61.75,-61,1.1831296711933317,-206,9.75,40.5,254.75,0,0,1
