date,level,appr,R,tod,win50_20,win100_30,lv,conf,pen,press30,flow30,dvel15,flow3,res3,big3,vol3_rel,dtouch,fav60,fav90,thr60,held50,held100,broke20
2025-11-19,PML,above,1,183,0,0,24570.0,2,6.0,-72.5,-203,173,-219,-40.5,15,1.3405232337700637,-196,117.5,143.25,63.0,1,1,1
2025-11-20,ASIAL,above,1,94,0,0,25102.75,0,7.5,-163.25,-908,-646,-675,-28.5,-179,1.0533386480062594,-420,9.75,9.75,590.75,0,0,1
2025-11-20,LDNL,above,1,102,0,0,25022.25,1,11.5,-268.5,-2453,-1504,-381,-48.75,23,1.1076239803351497,-333,25.75,25.75,591.25,0,0,1
2025-11-20,ONH,below,-1,18,1,0,25264.75,1,3.25,-17.75,-17,-600,-640,-49.25,-114,0.9367034567622206,37,108.0,334.5,45.25,1,1,1
2025-11-20,ONL,above,1,106,0,0,24955.25,0,2.5,-301.5,-2622,-1908,-734,-79.0,-80,1.3262310860818673,-67,35.0,35.0,561.25,0,0,1
2025-11-20,PDC,above,1,135,0,0,24725.0,0,14.5,-226.25,-1596,-727,-305,14.75,-113,1.0703225698454948,-175,78.0,78.0,416.5,1,0,1
2025-11-20,PDEQ,above,1,131,1,0,24747.5,0,2.5,-301.75,-2164,-484,-553,-20.25,-245,1.069537218399656,-316,55.5,55.5,439.0,1,0,1
2025-11-20,PDH,above,1,105,0,0,24988.0,0,7.75,-316.5,-3026,-1449,-526,-35.75,25,1.1103702235277866,-408,2.25,2.25,559.5,0,0,1
2025-11-20,PDL,above,1,157,1,0,24507.0,0,38.75,-309.75,-2209,-741,-672,-84.25,-115,0.9408361058874584,-330,81.5,91.75,198.5,1,0,1
2025-11-20,PMH,below,-1,18,1,0,25264.75,1,3.25,-17.75,-17,-600,-640,-49.25,-114,0.9367034567622206,37,108.0,334.5,45.25,1,1,1
2025-11-20,PML,above,1,102,0,0,25022.25,1,11.5,-268.5,-2453,-1504,-381,-48.75,23,1.1076239803351497,-333,25.75,25.75,591.25,0,0,1
2025-11-21,ASIAL,above,1,32,0,1,24095.0,1,0.0,-147.5,-935,413,-404,-75.25,-97,1.2597438403890016,-187,129.25,129.25,167.75,1,1,1
2025-11-21,ONH,below,-1,24,1,1,24292.0,1,6.0,-73.0,-634,-155,-642,-80.25,-74,0.7785636248634351,-455,364.75,364.75,0.0,1,1,0
2025-11-21,PDC,above,1,16,0,1,24138.5,0,37.0,-113.0,-714,-1059,-487,-84.5,-4,1.0252932126846535,-51,159.5,159.5,211.25,1,1,1
2025-11-21,PDL,above,1,32,0,1,24098.0,1,3.0,-147.5,-935,413,-404,-75.25,-97,1.2597438403890016,-187,126.25,126.25,170.75,1,1,1
2025-11-21,PMH,below,-1,24,1,1,24292.0,1,6.0,-73.0,-634,-155,-642,-80.25,-74,0.7785636248634351,-455,364.75,364.75,0.0,1,1,0
2025-11-24,LDNH,below,-1,1,0,0,24563.25,2,28.75,-82.75,-1026,230,-651,-64.0,-297,5.30617636181117,-539,-15.75,-15.75,206.5,0,0,1
2025-11-24,ONH,below,-1,1,0,0,24574.5,2,17.5,-82.75,-1026,230,-651,-64.0,-297,5.30617636181117,-539,-4.5,-4.5,195.25,0,0,1
2025-11-24,PDH,below,-1,2,0,0,24596.25,0,42.75,-119.75,-1428,-349,-1185,-114.75,-509,5.37807335751713,-476,17.25,17.25,173.5,0,0,1
2025-11-24,PMH,below,-1,1,0,0,24574.5,2,17.5,-82.75,-1026,230,-651,-64.0,-297,5.30617636181117,-539,-4.5,-4.5,195.25,0,0,1
2025-11-25,ASIAH,below,-1,169,0,0,24962.5,2,5.0,-115.0,-948,-97,-353,-28.0,-8,1.2028452831568743,-205,-2.5,-2.5,98.25,0,0,1
2025-11-25,ASIAL,below,-1,143,0,0,24894.5,0,14.25,-33.25,-21,-129,-250,-24.25,-8,1.1373674911660776,-200,4.5,4.5,166.25,0,0,1
2025-11-25,LDNH,below,-1,170,0,0,24975.25,3,1.25,-96.75,-831,-146,-327,-30.25,2,1.3423947553587672,-52,3.75,3.75,85.5,0,0,1
2025-11-25,ONH,below,-1,172,0,0,24986.5,3,0.75,-93.0,-873,-342,-144,-21.5,-47,1.2204558373214514,-28,9.75,9.75,74.25,0,0,1
2025-11-25,PDC,below,-1,155,0,0,24935.25,0,6.25,-79.75,-780,-477,-321,-30.5,-28,0.9113749445785505,-156,11.0,11.0,125.5,0,0,1
2025-11-25,PDEQ,above,1,13,0,0,24755.125,0,33.375,-143.75,-209,275,-369,-71.0,-276,1.7314581191788931,-440,72.875,117.875,153.125,1,1,1
2025-11-25,PDH,below,-1,173,0,0,24993.5,1,8.5,-96.5,-808,-436,-227,-23.25,-68,1.432006313896078,-135,16.75,16.75,67.25,0,0,1
2025-11-25,PMH,below,-1,170,0,0,24975.25,3,1.25,-96.75,-831,-146,-327,-30.25,2,1.3423947553587672,-52,3.75,3.75,85.5,0,0,1
2025-11-26,PDH,above,1,30,1,1,25135.25,0,1.5,-94.25,381,-1074,-598,-69.25,-36,1.4936647173489277,-133,142.75,203.5,0.0,1,1,0
2025-11-27,ASIAL,above,1,7,0,0,25298.0,4,0.75,-0.25,-39,-42,-69,-10.75,0,1.3103177716751666,-8,9.25,9.25,11.0,0,0,0
2025-11-27,LDNL,above,1,9,0,0,25293.25,4,0.5,-5.5,-108,-43,-75,-4.5,-17,1.1168895492818227,-62,14.0,14.0,6.25,0,0,0
2025-11-27,ONL,above,1,10,0,0,25290.25,4,3.25,-12.0,-210,-112,-165,-11.0,-17,1.4796518466243238,-98,17.0,17.0,1.5,0,0,0
2025-11-27,PDC,above,1,9,0,0,25296.0,4,3.25,-5.5,-108,-43,-75,-4.5,-17,1.1168895492818227,-62,11.25,11.25,9.0,0,0,0
2025-11-27,PML,above,1,10,0,0,25290.25,4,3.25,-12.0,-210,-112,-165,-11.0,-17,1.4796518466243238,-98,17.0,17.0,1.5,0,0,0
2025-11-28,ASIAL,above,1,11,1,1,25331.75,1,0.75,-41.5,-473,-25,-517,-52.75,-80,1.7710005350454787,-226,70.75,104.25,0.0,1,1,0
2025-11-28,ONH,below,-1,6,0,0,25399.0,1,5.0,-11.75,61,-45,-418,-13.5,-68,2.0434659892746256,-196,68.0,68.0,23.0,1,0,1
2025-11-28,PMH,below,-1,6,0,0,25399.0,1,5.0,-11.75,61,-45,-418,-13.5,-68,2.0434659892746256,-196,68.0,68.0,23.0,1,0,1
2025-11-28,PML,above,1,11,1,0,25347.75,0,16.75,-41.5,-473,-25,-517,-52.75,-80,1.7710005350454787,-226,54.75,88.25,9.75,1,0,0
2025-12-01,ASIAH,below,-1,24,0,0,25344.25,3,3.25,-83.0,-647,-84,1,-24.0,-14,0.7929447638230317,-161,76.75,76.75,72.0,1,0,1
2025-12-01,LDNH,below,-1,24,0,0,25342.75,3,4.75,-83.0,-647,-84,1,-24.0,-14,0.7929447638230317,-161,75.25,75.25,73.5,1,0,1
2025-12-01,LDNL,above,1,13,1,1,25210.75,1,1.5,-70.25,-363,325,-435,-41.0,29,1.3408021280949458,-257,178.25,209.25,1.5,1,1,0
2025-12-01,PDC,below,-1,195,1,0,25484.5,0,6.0,-63.0,-848,-478,-377,-19.75,-11,1.636811326562019,-120,38.0,52.0,11.25,0,0,0
2025-12-01,PDEQ,below,-1,84,1,0,25415.375,0,0.875,-76.0,138,-430,-197,-34.75,-76,1.214436090225564,-16,92.875,92.875,35.625,1,0,1
2025-12-01,PDL,below,-1,21,0,0,25331.0,3,0.0,-56.5,-554,-21,5,-19.75,-50,0.7527031048507092,82,63.5,63.5,58.0,1,0,1
2025-12-01,PMH,below,-1,24,0,0,25341.5,3,6.0,-83.0,-647,-84,1,-24.0,-14,0.7929447638230317,-161,74.0,74.0,74.75,1,0,1
2025-12-01,PML,above,1,13,1,1,25210.75,1,1.5,-70.25,-363,325,-435,-41.0,29,1.3408021280949458,-257,178.25,209.25,1.5,1,1,0
2026-01-02,ASIAH,above,1,10,1,1,25650.0,2,7.25,-46.25,-455,181,-422,-47.25,-60,1.1737159368305685,-256,153.75,153.75,192.75,1,1,1
2026-01-02,ASIAL,above,1,52,0,0,25510.25,1,25.25,-266.0,-3996,-2357,-545,-91.0,-126,1.2502882442466448,-264,94.25,94.25,216.5,1,0,1
2026-01-02,LDNH,below,-1,17,0,0,25742.75,2,17.75,-81.0,-2338,-789,-1531,-66.75,-641,1.3615258557902403,-1463,285.5,449.0,61.0,1,1,1
2026-01-02,LDNL,above,1,42,0,0,25637.0,1,19.25,-38.0,-303,-1764,-1144,-72.25,-616,1.9259605850963093,-649,-0.25,-0.25,343.25,0,0,1
2026-01-02,ONH,below,-1,17,0,0,25742.75,2,17.75,-81.0,-2338,-789,-1531,-66.75,-641,1.3615258557902403,-1463,285.5,449.0,61.0,1,1,1
2026-01-02,ONL,above,1,82,0,0,25448.5,0,6.25,-37.5,490,-748,-311,-81.5,-151,1.4666945165557643,-23,45.25,45.25,154.75,0,0,1
2026-01-02,PDC,above,1,87,0,0,25402.25,0,16.25,-88.75,186,-742,-324,-86.0,-102,1.3785029080746278,-263,25.0,25.0,108.5,0,0,1
2026-01-02,PDEQ,above,1,90,0,0,25352.5,0,2.25,-120.0,-10,-738,-10,-31.5,33,1.4465001080470088,-80,74.75,74.75,58.75,1,0,1
2026-01-02,PDH,above,1,52,0,0,25495.75,1,10.75,-266.0,-3996,-2357,-545,-91.0,-126,1.2502882442466448,-264,108.75,108.75,202.0,1,1,1
2026-01-02,PMH,below,-1,17,0,0,25742.75,2,17.75,-81.0,-2338,-789,-1531,-66.75,-641,1.3615258557902403,-1463,285.5,449.0,61.0,1,1,1
2026-01-02,PML,above,1,2,0,1,25662.25,1,3.25,-20.25,-73,604,-4,-16.5,-106,5.618843683083512,-518,141.5,141.5,205.0,1,1,1
2026-01-05,LDNH,above,1,2,0,0,25588.25,0,1.25,1.75,-1490,-1011,-1420,-44.0,-97,5.628448804414469,-374,99.5,102.25,49.75,1,1,1
2026-01-06,PDEQ,above,1,10,1,1,25623.25,0,4.25,20.0,-734,-608,-643,-27.75,-194,1.4262438172825138,-363,155.75,155.75,15.25,1,1,0
2026-01-06,PDH,below,-1,17,0,0,25708.0,0,10.75,-96.75,-947,-581,-759,-44.0,-106,1.1405135568096465,-255,22.75,68.75,71.0,0,0,1
2026-01-07,ASIAH,below,-1,9,0,0,25835.0,2,1.0,-66.0,-1501,-1323,-390,-25.5,-9,1.1110353759116627,-257,24.25,24.25,67.25,0,0,1
2026-01-07,ONH,below,-1,11,0,0,25844.75,2,19.5,-92.5,-2355,-1239,-1111,-42.5,-257,1.5002931465424139,-930,34.0,34.0,57.5,0,0,1
2026-01-07,PDC,below,-1,3,0,0,25813.5,0,2.5,-22.75,-764,-731,-569,-22.5,-132,3.1689315838800374,-234,15.5,15.5,74.25,0,0,1
2026-01-07,PDH,below,-1,10,0,0,25837.75,2,0.5,-55.5,-1423,-1387,-336,-20.75,-9,1.0549914850503352,76,27.0,27.0,64.5,0,0,1
2026-01-08,ASIAL,above,1,10,0,0,25670.0,1,4.0,-115.25,-1301,-1401,-490,-20.0,-173,1.6745154414316166,166,43.5,43.5,101.0,0,0,1
2026-01-08,LDNL,above,1,1,0,0,25738.75,1,4.5,-48.75,-373,-41,-417,-39.5,-349,7.241726860406518,-385,26.75,26.75,169.75,0,0,1
2026-01-08,ONL,above,1,10,0,0,25670.0,1,4.0,-115.25,-1301,-1401,-490,-20.0,-173,1.6745154414316166,166,43.5,43.5,101.0,0,0,1
2026-01-08,PML,above,1,1,0,0,25738.75,1,4.5,-48.75,-373,-41,-417,-39.5,-349,7.241726860406518,-385,26.75,26.75,169.75,0,0,1
2026-01-09,ASIAL,above,1,38,1,1,25627.5,1,12.0,-125.5,-2407,-855,-704,-65.5,-75,1.734405870731019,-362,251.5,274.0,0.0,1,1,0
2026-01-09,LDNH,below,-1,8,1,1,25767.25,0,23.0,32.25,855,-604,-220,-61.25,6,1.8480363335804424,555,151.75,151.75,111.75,1,1,1
2026-01-09,ONH,below,-1,56,0,0,25824.75,1,7.0,-109.75,-1055,-1439,-373,-17.0,-41,0.7146329606222654,-285,63.5,63.5,76.75,1,0,1
2026-01-09,ONL,above,1,38,1,1,25627.5,1,12.0,-125.5,-2407,-855,-704,-65.5,-75,1.734405870731019,-362,251.5,274.0,0.0,1,1,0
2026-01-09,PDH,below,-1,52,0,0,25803.0,0,11.25,-102.0,-907,-1235,-236,-35.0,137,1.0586436409426156,-288,41.75,41.75,98.5,0,0,1
2026-01-09,PMH,below,-1,56,0,0,25824.75,1,7.0,-109.75,-1055,-1439,-373,-17.0,-41,0.7146329606222654,-285,63.5,63.5,76.75,1,0,1
2026-01-12,ONH,below,-1,107,0,0,25960.0,0,0.0,-62.75,-617,-390,-123,-7.25,-77,1.4810944696002168,-106,38.0,38.0,14.0,0,0,0
2026-01-12,PDC,below,-1,55,1,0,25933.25,0,0.25,-36.25,841,-670,-421,-19.5,-105,1.439787313587837,-179,69.5,69.5,26.75,1,0,1
2026-01-12,PDEQ,below,-1,1,0,0,25800.5,1,32.25,-83.0,-1459,-1139,-1455,-89.75,-359,6.330897826960818,-546,-19.75,-19.75,133.0,0,0,1
2026-01-12,PDH,below,-1,215,0,0,25985.5,0,2.75,-32.25,-647,-157,-439,-8.25,-259,2.47196673806224,-468,23.5,23.5,12.0,0,0,0
2026-01-13,ASIAL,above,1,51,0,0,25845.75,1,6.25,-97.25,-1883,-1612,-188,-19.5,-121,1.127060631461302,-353,78.75,167.0,36.5,1,1,1
2026-01-13,LDNL,above,1,48,0,0,25870.5,2,6.5,-103.25,-2084,-799,-538,-33.0,-1,0.9259415204678363,-509,54.0,119.75,61.25,1,1,1
2026-01-13,ONL,above,1,51,0,0,25845.75,1,6.25,-97.25,-1883,-1612,-188,-19.5,-121,1.127060631461302,-353,78.75,167.0,36.5,1,1,1
2026-01-13,PDEQ,above,1,48,0,0,25882.0,2,18.0,-103.25,-2084,-799,-538,-33.0,-1,0.9259415204678363,-509,42.5,108.25,72.75,0,1,1
2026-01-13,PDH,below,-1,10,0,1,26020.5,0,13.0,-50.0,-921,-227,-642,-41.0,-215,1.4850082185569349,-244,208.5,211.25,22.25,1,1,1
2026-01-13,PML,above,1,48,0,0,25870.5,2,6.5,-103.25,-2084,-799,-538,-33.0,-1,0.9259415204678363,-509,54.0,119.75,61.25,1,1,1
2026-01-14,LDNL,above,1,1,0,0,25701.25,2,27.5,-80.0,-579,-16,-601,-54.25,-149,6.599742216934365,-555,89.0,89.0,170.75,1,0,1
2026-01-14,ONL,above,1,1,0,0,25701.25,2,27.5,-80.0,-579,-16,-601,-54.25,-149,6.599742216934365,-555,89.0,89.0,170.75,1,0,1
2026-01-14,PML,above,1,1,0,0,25701.25,2,27.5,-80.0,-579,-16,-601,-54.25,-149,6.599742216934365,-555,89.0,89.0,170.75,1,0,1
2026-01-15,ASIAH,above,1,349,0,0,25723.0,1,14.75,-77.5,-876,-438,-510,-27.25,-129,1.6239566078794376,-323,4.5,4.5,46.5,0,0,1
2026-01-15,LDNH,above,1,8,1,0,25855.75,0,0.25,-56.5,185,227,-180,-24.75,-76,1.0308527647179877,-131,97.0,97.0,14.25,1,0,0
2026-01-15,ONH,below,-1,15,1,1,25951.0,1,1.75,-8.75,-1775,-1604,-1216,-17.5,-375,1.2684628891020568,-189,109.5,147.75,0.0,1,1,0
2026-01-15,PDH,above,1,300,0,0,25790.25,0,25.0,-102.75,-1975,-983,-369,-40.0,10,1.8406068900265258,-426,14.5,14.5,99.75,0,0,1
2026-01-15,PMH,below,-1,15,1,1,25951.0,1,1.75,-8.75,-1775,-1604,-1216,-17.5,-375,1.2684628891020568,-189,109.5,147.75,0.0,1,1,0
2026-01-15,PML,above,1,330,0,0,25733.25,1,2.25,-26.25,-749,-446,64,-12.0,-55,1.5363885777366515,-54,38.5,38.5,56.75,0,0,1
2026-01-16,ASIAH,above,1,14,0,0,25827.0,1,7.25,-18.5,-2145,-1122,-162,-21.75,23,0.839696915882318,-306,17.0,17.0,235.5,0,0,1
2026-01-16,ASIAL,above,1,27,0,0,25748.5,0,1.25,-104.25,-2502,-1117,-280,-36.75,-26,1.2960186573379975,20,17.0,17.0,157.0,0,0,1
2026-01-16,LDNL,above,1,23,0,0,25795.5,1,3.25,-55.5,-2404,-521,-417,-24.0,-52,0.8407752675830278,-202,7.75,7.75,204.0,0,0,1
2026-01-16,ONL,above,1,48,0,0,25704.25,1,7.0,-126.5,-2305,-766,-656,-28.75,-204,0.9467138415353274,-484,25.0,48.5,112.75,0,0,1
2026-01-16,PDC,above,1,30,0,0,25719.0,1,1.5,-156.0,-2694,-1663,-469,-20.25,-264,1.4852378929481733,-82,46.5,46.5,127.5,0,0,1
2026-01-16,PDEQ,above,1,15,0,0,25814.625,2,1.375,-4.25,-1811,-1239,179,-1.75,79,0.9907939503102038,290,29.375,29.375,223.125,0,0,1
2026-01-16,PDL,above,1,49,1,0,25676.5,0,9.25,-145.25,-2617,-1048,-987,-40.0,-354,1.3493807966546938,-495,52.75,76.25,85.0,1,0,1
2026-01-16,PML,above,1,22,0,0,25802.0,2,1.75,-43.75,-2255,-203,-172,-13.0,-4,0.6781465413994091,-186,10.75,10.75,210.5,0,0,1
2026-01-19,ASIAL,below,-1,100,0,0,25363.0,0,1.5,-48.5,-488,-376,-34,-8.0,12,0.8830775061588023,-61,37.5,37.5,35.0,0,0,1
2026-01-19,LDNH,below,-1,176,0,0,25410.75,1,0.75,-31.25,-391,-66,-136,-7.5,-20,1.360613810741688,-86,17.25,17.25,6.5,0,0,0
2026-01-19,LDNL,above,1,5,0,0,25257.75,2,10.75,-68.5,-505,-242,-340,-22.0,-119,2.230869001297017,-275,86.25,97.25,21.25,1,0,1
2026-01-19,ONL,above,1,5,0,0,25257.75,2,10.75,-68.5,-505,-242,-340,-22.0,-119,2.230869001297017,-275,86.25,97.25,21.25,1,0,1
2026-01-19,PMH,below,-1,157,0,0,25396.0,1,2.0,-41.75,-457,-154,-123,-10.5,-51,1.428700442517836,-40,11.0,11.0,21.25,0,0,1
2026-01-19,PML,above,1,5,0,0,25257.75,2,10.75,-68.5,-505,-242,-340,-22.0,-119,2.230869001297017,-275,86.25,97.25,21.25,1,0,1
2026-01-20,PDC,below,-1,71,1,0,25398.25,0,6.25,-130.75,-1898,-404,-349,-17.25,-176,0.8658415583059168,-289,85.0,85.0,31.5,1,0,1
2026-01-20,PDEQ,below,-1,4,0,0,25326.875,0,20.625,-118.5,-2868,-2420,-1371,-85.75,-216,2.441005158928274,-638,82.125,82.125,65.375,1,0,1
2026-01-20,PDH,below,-1,100,1,1,25417.25,0,6.25,-33.5,-913,-664,-340,-31.75,-37,0.8180795582370387,-349,83.5,122.0,12.5,1,1,0
2026-01-20,PDL,above,1,1,1,1,25236.5,0,2.75,26.5,1492,1306,1362,26.0,109,5.886712546320805,254,136.0,180.5,0.0,1,1,0
2026-01-21,ASIAH,below,-1,17,0,0,25231.5,1,6.5,-12.75,-179,47,-561,-33.75,-72,0.7209686641909682,-361,23.25,23.25,243.0,0,0,1
2026-01-21,LDNH,below,-1,17,0,0,25234.0,1,4.0,-12.75,-179,47,-561,-33.75,-72,0.7209686641909682,-361,25.75,25.75,240.5,0,0,1
2026-01-21,ONH,below,-1,21,0,0,25258.0,2,2.0,-39.5,-558,-617,-453,-42.25,51,0.8582931069021447,-185,1.0,1.0,228.5,0,0,1
2026-01-21,PDC,above,1,6,1,1,25143.0,0,1.25,27.5,373,-151,-226,-0.75,-23,1.3343459336746775,-93,306.75,345.0,15.5,1,1,0
2026-01-21,PDEQ,below,-1,22,0,0,25263.875,2,21.125,-46.0,-545,-513,-770,-46.25,-92,1.0025228961465353,-367,-0.875,-0.875,222.625,0,0,1
2026-01-21,PDH,below,-1,65,0,0,25429.75,0,9.25,-124.75,-1034,-638,-123,-34.25,82,1.0838798117891146,-173,19.75,225.0,64.5,0,1,1
2026-01-21,PMH,below,-1,21,0,0,25258.0,2,2.0,-39.5,-558,-617,-453,-42.25,51,0.8582931069021447,-185,1.0,1.0,228.5,0,0,1
2026-01-22,ASIAH,above,1,17,0,0,25602.5,0,6.75,-117.75,-2160,-1852,-296,-41.75,-5,1.0712916476494752,-44,56.25,62.5,65.75,1,0,1
2026-01-22,LDNL,above,1,18,0,0,25583.0,0,12.75,-148.25,-2373,-1935,-762,-62.5,-281,1.0755291956927362,-179,75.75,82.0,46.25,1,0,1
2026-01-22,PDH,above,1,5,0,0,25653.5,1,20.25,-60.5,-957,-470,-688,-38.25,-10,2.2845096814490944,-424,41.5,41.5,116.75,0,0,1
2026-01-22,PML,above,1,5,0,0,25659.0,1,25.75,-60.5,-957,-470,-688,-38.25,-10,2.2845096814490944,-424,36.0,36.0,122.25,0,0,1
2026-01-23,ASIAH,below,-1,52,0,0,25731.5,2,24.5,-134.25,-2147,-324,-1255,-67.75,-324,1.8252469208672726,-540,-3.0,-3.0,114.25,0,0,1
2026-01-23,ASIAL,below,-1,1,1,0,25649.25,3,3.25,-85.5,-729,-560,-517,-39.5,-160,5.315609683647706,-211,86.75,86.75,114.25,1,0,1
2026-01-23,LDNH,below,-1,32,0,0,25692.0,0,8.75,-93.75,-2778,-1847,-459,-24.75,-37,1.319657464212679,-124,18.25,18.25,148.25,0,0,1
2026-01-23,ONH,below,-1,52,0,0,25731.5,2,24.5,-134.25,-2147,-324,-1255,-67.75,-324,1.8252469208672726,-540,-3.0,-3.0,114.25,0,0,1
2026-01-23,PDC,below,-1,29,0,0,25662.0,2,6.0,-56.0,-2524,-930,-341,-23.75,-98,1.0030786099865048,-289,0.5,0.5,165.5,0,0,1
2026-01-23,PDH,below,-1,52,0,0,25731.75,2,24.25,-134.25,-2147,-324,-1255,-67.75,-324,1.8252469208672726,-540,-2.75,-2.75,114.0,0,0,1
2026-01-23,PMH,below,-1,26,0,0,25658.0,2,0.5,-49.75,-2315,-748,-600,-13.5,-64,0.9303769229276999,-412,39.25,39.25,168.0,0,0,1
2026-01-26,PDH,below,-1,27,0,0,25845.75,0,4.0,-120.5,-412,-238,-328,-26.25,-102,0.9083495907265763,-292,42.75,42.75,52.75,0,0,1
2026-01-27,ASIAH,below,-1,23,0,0,26028.25,3,2.25,-36.25,457,-1003,-367,-35.0,-64,1.0592422022189658,-324,8.75,8.75,70.25,0,0,1
2026-01-27,LDNH,below,-1,25,0,0,26043.0,3,12.25,-57.75,419,-955,-370,-41.5,57,1.481961346844971,-214,21.5,21.5,55.5,0,0,1
2026-01-27,ONH,below,-1,25,0,0,26043.0,3,12.25,-57.75,419,-955,-370,-41.5,57,1.481961346844971,-214,21.5,21.5,55.5,0,0,1
2026-01-27,PDH,above,1,6,1,1,25936.5,0,8.75,-68.25,-1727,-1120,-1187,-42.5,-322,2.085417380381409,-393,146.75,162.0,19.25,1,1,0
2026-01-27,PMH,below,-1,25,0,0,26043.0,3,12.25,-57.75,419,-955,-370,-41.5,57,1.481961346844971,-214,21.5,21.5,55.5,0,0,1
2026-01-28,ASIAL,above,1,65,0,0,26192.5,0,2.25,-52.75,-952,-235,-60,-15.0,83,1.216605635043477,-12,35.75,35.75,45.0,0,0,1
2026-01-28,ONL,above,1,141,1,0,26111.75,1,3.75,-48.25,-586,-232,-389,-16.0,-115,1.0693069306930694,-375,51.75,59.0,11.0,1,0,0
2026-01-28,PDH,above,1,141,1,0,26114.25,1,6.25,-48.25,-586,-232,-389,-16.0,-115,1.0693069306930694,-375,49.25,56.5,13.5,0,0,0
2026-01-29,ASIAL,above,1,4,0,0,26085.5,1,2.0,-60.75,-840,-418,-412,-22.0,-3,2.4861007385279232,-215,15.25,15.25,400.5,0,0,1
2026-01-29,ONL,above,1,4,0,0,26085.5,1,2.0,-60.75,-840,-418,-412,-22.0,-3,2.4861007385279232,-215,15.25,15.25,400.5,0,0,1
2026-01-29,PDL,above,1,4,0,0,26100.75,0,17.25,-60.75,-840,-418,-412,-22.0,-3,2.4861007385279232,-215,0.0,0.0,415.75,0,0,1
2026-01-30,ASIAH,below,-1,10,1,1,25933.75,0,6.25,-110.5,-1161,-1117,-453,-66.75,145,1.306207140868949,13,163.0,163.0,0.0,1,1,0
2026-01-30,ASIAL,above,1,152,0,0,25736.0,0,12.75,-76.25,-984,-656,-31,-22.25,-4,1.174725690503216,-128,59.75,59.75,71.0,1,0,1
2026-01-30,LDNL,above,1,225,0,0,25649.75,2,2.25,-108.5,32,290,-246,-29.25,-19,1.1721137597526337,-226,131.75,131.75,81.0,1,1,1
2026-01-30,ONL,above,1,225,0,0,25649.75,2,2.25,-108.5,32,290,-246,-29.25,-19,1.1721137597526337,-226,131.75,131.75,81.0,1,1,1
2026-01-30,PML,above,1,225,0,0,25649.75,2,2.25,-108.5,32,290,-246,-29.25,-19,1.1721137597526337,-226,131.75,131.75,81.0,1,1,1
2026-02-02,ASIAH,below,-1,2,0,0,25637.0,1,31.75,-90.25,-1151,-1151,-956,-93.25,-187,6.1191761438079775,-22,33.5,33.5,275.25,0,0,1
2026-02-02,ONH,below,-1,2,0,0,25645.75,1,23.0,-90.25,-1151,-1151,-956,-93.25,-187,6.1191761438079775,-22,42.25,42.25,266.5,0,0,1
2026-02-02,PDC,below,-1,6,0,0,25675.0,0,38.25,-159.75,-1984,-1890,-767,-81.25,-18,2.352182722416651,-113,-8.0,-8.0,237.25,0,0,1
2026-02-02,PDEQ,below,-1,20,0,0,25754.375,0,41.625,-269.5,-2614,-243,-675,-78.0,-14,0.8399731679782725,-475,25.875,25.875,157.875,0,0,1
2026-02-02,PDH,below,-1,206,0,0,25940.0,0,1.75,-26.0,-769,-489,-270,-5.0,-27,2.1562980030721968,-66,42.5,42.5,0.0,0,0,0
2026-02-03,ASIAL,above,1,1,0,0,25900.5,0,16.25,-83.25,-947,-127,-706,-48.0,-174,6.558187898715679,-750,2.0,2.0,430.25,0,0,1
2026-02-03,ONL,above,1,3,0,0,25866.5,1,8.5,-112.0,-1541,-1038,-1313,-80.5,-284,3.6590401119243827,-383,26.75,26.75,396.25,0,0,1
2026-02-03,PDC,above,1,4,0,0,25856.75,1,18.0,-94.5,-1366,-1409,-411,-15.75,-134,2.845961972188616,152,36.5,36.5,386.5,0,0,1
2026-02-03,PDEQ,above,1,13,1,0,25744.625,0,21.625,-210.25,-2383,-1574,-409,-76.0,-277,1.8936656904034035,-537,67.125,67.125,274.375,1,0,1
2026-02-03,PDL,above,1,43,1,0,25539.75,0,5.0,-206.0,-1583,-569,-411,-52.0,13,0.9097767861954497,-184,91.75,91.75,69.5,1,0,1
2026-02-04,PDL,above,1,28,0,0,25219.0,0,27.75,-186.0,-2229,-737,-443,-83.25,-226,1.010105601260549,-252,86.0,86.0,111.0,1,0,1
2026-02-05,ASIAL,below,-1,10,1,0,24915.75,0,4.5,-132.75,-1947,-1897,-399,-69.0,-49,1.2143714787106308,-132,365.75,365.75,45.0,1,1,1
2026-02-05,PDL,below,-1,4,0,0,24783.5,0,31.25,4.75,-1209,-695,-797,-132.75,-54,2.707113611142999,-480,233.5,233.5,177.25,1,1,1
2026-02-06,LDNH,below,-1,4,1,0,24873.25,2,13.75,-64.5,49,78,-134,-104.5,67,3.379557223786188,52,130.0,130.0,110.75,1,1,1
2026-02-06,ONH,below,-1,4,1,0,24873.25,2,13.75,-64.5,49,78,-134,-104.5,67,3.379557223786188,52,130.0,130.0,110.75,1,1,1
2026-02-06,PDH,below,-1,21,0,1,24960.75,0,20.0,-172.0,-870,-260,-39,-33.75,-211,0.8157164838826655,-540,217.5,217.5,23.25,1,1,1
2026-02-06,PMH,below,-1,4,1,0,24873.25,2,13.75,-64.5,49,78,-134,-104.5,67,3.379557223786188,52,130.0,130.0,110.75,1,1,1
